Common Medical Event,Services You May Need,Member out of pocket,Limitations, Exceptions, & Other Important Information,filename
,Skilled nursing care,Facility: 20% of plan allowable,Limited to 60 days per Calendar Year. Failure to obtain precertification will result in a 50% benefit reduction ($2,500 maximum). Subject to plan allowable deductible does not apply,"America's_Choice_2500_Gold_SOB (1) (1).pdf"
,,,Professional Fees: 20% after deductible,,"America's_Choice_2500_Gold_SOB (1) (1).pdf"
,Durable medical equipment,20% after deductible,Failure to obtain precertification will result in a 50% benefit reduction ($2,500 maximum). Subject to plan allowable. (Limited to 12 month rental or purchase price, whichever is less),"America's_Choice_2500_Gold_SOB (1) (1).pdf"
,Hospice services,20% after deductible,Failure to obtain precertification will result in a 50% benefit reduction ($2,500 maximum). Subject to plan allowable.,"America's_Choice_2500_Gold_SOB (1) (1).pdf"
If your child needs dental or eye care,Children’s eye exam,Not covered,None,"America's_Choice_2500_Gold_SOB (1) (1).pdf"
,Children’s glasses,Not covered,None,"America's_Choice_2500_Gold_SOB (1) (1).pdf"
,Children’s dental check-up,Not covered,None,"America's_Choice_2500_Gold_SOB (1) (1).pdf"
