Common Medical Event,Services You May Need,Member out of pocket,Limitations, Exceptions, & Other Important Information,filename
If you visit a health care provider’s office or clinic,Primary care visit to treat an injury or illness,$25 copay/visit,Subject to plan allowable,America's_Choice_5000_Bronze_SOB (2).pdf
If you visit a health care provider’s office or clinic,Specialist visit,$45 copay/visit,Subject to plan allowable,America's_Choice_5000_Bronze_SOB (2).pdf
If you visit a health care provider’s office or clinic,Preventive care/screening/immunization,0% coinsurance,You may have to pay for services that aren’t preventive. Ask your provider if the services you need are preventive. Then check what your plan will pay for. Subject to plan allowable,America's_Choice_5000_Bronze_SOB (2).pdf
If you have a test,Diagnostic test (blood work),Facility: 20% of plan allowable, deductible does not apply; Professional Fees: 20% after deductible,Subject to plan allowable,America's_Choice_5000_Bronze_SOB (2).pdf
If you have a test,Imaging (X-Ray, CT/PET scans, MRIs),Facility: 20% of plan allowable, deductible does not apply; Professional Fees: 20% after deductible,Subject to plan allowable,America's_Choice_5000_Bronze_SOB (2).pdf
If you need drugs to treat your illness or condition,Generic drugs,$10 copay/prescription,Copays listed are for 0-30 day supply/prescription. 31-90 day supply; generic $45.00, brand name $90.00, Non-Preferred Brand $150.00. Copays apply to Retail and/or Mail Order.,America's_Choice_5000_Bronze_SOB (2).pdf
If you need drugs to treat your illness or condition,Preferred brand drugs,$45 copay/prescription,,America's_Choice_5000_Bronze_SOB (2).pdf
If you need drugs to treat your illness or condition,Non-preferred brand drugs,$100 copay/prescription,,America's_Choice_5000_Bronze_SOB (2).pdf
If you need drugs to treat your illness or condition,Specialty drugs,Excluded,None,America's_Choice_5000_Bronze_SOB (2).pdf
If you have outpatient surgery,Facility fee (e.g., ambulatory surgery center),Facility: 20% of plan allowable, deductible does not apply,Failure to obtain precertification will result in a 50% benefit reduction ($2,500 maximum). Subject to plan allowable.,America's_Choice_5000_Bronze_SOB (2).pdf
If you have outpatient surgery,Physician/surgeon fees,Professional Fees: 20% after deductible, subject to plan allowable,Subject to plan allowable,America's_Choice_5000_Bronze_SOB (2).pdf
If you need immediate medical attention,Emergency room care,Facility: 20% of plan allowable, deductible does not apply,Subject to plan allowable,America's_Choice_5000_Bronze_SOB (2).pdf
